id,first_name,rank,pct,census_trash
506,"Joann",104558,0.32573021672181945,65.2792
507,"Zoey",103675,0.20876585483482032,8.86953
508,"Clayton",103511,99.59521210306151,33.1429
509,"Jaxon",102510,99.63418203102137,7.69043
510,"Ana",102455,0.5466926943536187,28.9449
511,"Preston",102386,99.32314964936613,24.5527
512,"Eduardo",102126,99.58580576934375,25.5174
513,"Claudia",101839,0.5031284674829878,47.0789
514,"Camila",101393,0.09410265008432535,7.57483
515,"Esther",101262,0.26345815804546624,43.4448
516,"Aaliyah",101051,0.09885008560034042,11.9007
517,"Clara",100793,0.15702876191799034,39.1051
518,"Alexandria",100278,0.20898103272901336,23.3353
519,"Isabel",99704.8,0.9501428216093909,23.7202
520,"Melody",99691.9,0.1539513240293344,35.2608
521,"Charlene",99634.1,0.26437334205859236,59.5716
522,"Ashton",99458.5,80.82215195282456,15.6813
523,"Javier",99371,99.5226977689668,26.535
524,"Stella",99308.3,0.0794539832018069,24.6413
525,"Brandi",99198.2,0.3723545386912263,37.2195
526,"Jade",99116.1,5.5028093316827436,18.0036
527,"Whitney",99015.4,4.25963032013202,32.1328
528,"Angelina",98978.7,0.08175688304655446,23.9079
529,"Arianna",98858.1,0.07319632887947472,13.8713
530,"Roberta",98697.2,0.3963759863501701,66.4302
531,"Lorraine",98621.3,0.24406999299340001,65.4681
532,"Elias",98388.5,99.79082921276368,14.0647
533,"Kara",98206.4,0.255750134410792,33.2254
534,"Norman",98168.5,99.28551419243445,62.6032
535,"Maxwell",98017.1,99.35113362872397,17.0693
536,"Sierra",98011.7,0.2657856153908156,22.6548
537,"Damian",97981.7,99.66769304880401,17.4564
538,"Roberto",97917.4,99.30757965387153,34.6867
539,"Skylar",97780.8,17.961501644494625,12.9957
540,"Omar",97576.8,99.55214764165252,23.7927
541,"Madelyn",97279.1,0.04375575020739295,15.3567
542,"Jerome",97056.6,99.29020798173435,53.9885
543,"Joanna",97012.7,0.3018470777537374,34.9067
544,"Bethany",97004.4,0.18140311161143208,31.1241
545,"Katrina",96552.9,0.23193399680382465,38.9679
546,"Tanner",96159.5,97.5330570562451,20.3972
547,"Jeanette",95779.3,0.3235740916878699,59.2505
548,"Hector",95767.7,99.52238594014476,31.681
549,"Darren",95431,99.43865201035304,41.2746
550,"Earl",95380.7,99.18914413502942,61.9514
551,"Marcia",94917.9,0.18456687305555647,65.1308
552,"Kendra",94850.7,0.35348394898508917,31.2743
553,"Edgar",94827.3,99.55023500616383,33.1374
554,"Natasha",94591.5,0.2868111828229809,33.8387
555,"Hazel",94464.8,0.7063731675714128,31.9439
556,"Rosa",94459.7,0.6460374106629599,49.9272
557,"Yolanda",94402.6,0.48408306550878893,52.6597
558,"Jeff",94348.4,99.75728258242853,56.8419
559,"Briana",94311.2,0.21338822960581563,23.7856
560,"Meghan",94211.7,0.22948529747366833,31.1318
561,"Ray",93933.9,98.15306295171392,56.7969
562,"Miles",93912.9,99.69120323193086,16.4087
563,"Ariel",93821.3,20.8285325400522,20.4877
564,"Daisy",93721.5,0.3706065310521065,28.408
565,"Ruben",93719.9,99.39671297131133,37.4854
566,"Lance",93591.7,99.65018265508587,41.4547
567,"Christy",93400.4,1.0720939096620572,46.2631
568,"Kendall",93306.1,32.69175327229409,23.3733
569,"Johnathan",93303.5,99.63549063004066,26.8983
570,"Vickie",93191.7,0.3138251582490716,62.6228
571,"Scarlett",92785.4,0.036406913156595756,8.59309
572,"Fernando",92321.3,99.38475736368531,28.284
